Age,Monthy Earnings,Gender,Home Loan,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
35-60,70000- 1 lakh,Male,No,5,10% - 20%,Married,5+,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
35-60,1 lakh +,Male,No,5,31% - 40%,Married,5+,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,BHUBANESWAR
25-35,70000- 1 lakh,Female,No,2,21% - 30%,Single,5+,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Durgapur
15-25,1 lakh +,Male,No,3,31% - 40%,Single,5+,Yes,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,visakhapatnam
35-60,Less than 20000,Male,No,1,10% - 20%,Married,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Calcutta
15-25,1 lakh +,Male,Yes,4,10% - 20%,Single,4,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Bhubaneswar
15-25,20000 - 70000,Female,No,5,>50%,Single,5+,Yes,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,BHUBANESWAR
25-35,1 lakh +,Male,Yes,5,41% - 50%,Single,5+,No,50000- 1 Lac,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
35-60,20000 - 70000,Male,No,5,10% - 20%,Married,2,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bangalore
15-25,1 lakh +,Female,No,3,31% - 40%,Single,2,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
25-35,70000- 1 lakh,Male,No,5,21% - 30%,Single,5+,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Bangalore
25-35,1 lakh +,Female,No,4,41% - 50%,Single,3,No,50000- 1 Lac,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,VISAKHAPATNAM
35-60,70000- 1 lakh,Male,Yes,3,21% - 30%,Married,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Delhi
15-25,70000- 1 lakh,Female,Yes,5,31% - 40%,Single,3,Yes,Less than 50000,<25%,Student,No I'd not like to buy solar,Bhubaneswar
15-25,1 lakh +,Male,No,1,10% - 20%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Delhi
35-60,20000 - 70000,Male,No,3,21% - 30%,Married,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
25-35,20000 - 70000,Male,No,3,10% - 20%,Single,3,Yes,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Angul
25-35,Less than 20000,Male,No,5,>50%,Single,2,No,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,1 lakh +,Female,No,5,>50%,Single,4,No,Less than 50000,<25%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ramghar
15-25,20000 - 70000,Female,No,1,31% - 40%,Single,5+,Yes,Less than 50000,26-50%,Business,No I'd not like to buy solar,Kolkata
25-35,1 lakh +,Male,No,5,41% - 50%,Single,1,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bangalore
15-25,20000 - 70000,Female,No,4,10% - 20%,Single,3,No,50000- 1 Lac,<25%,NA,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bangalore
15-25,70000- 1 lakh,Male,No,3,10% - 20%,Single,3,No,Less than 50000,>75%,Government,No I'd not like to buy solar,Bhubaneswar
25-35,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Pune
25-35,20000 - 70000,Female,No,4,10% - 20%,Single,2,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
15-25,20000 - 70000,Male,No,5,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,N.A.,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
25-35,70000- 1 lakh,Female,No,4,21% - 30%,Single,3,No,50000- 1 Lac,<25%,College student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
25-35,1 lakh +,Male,No,1,21% - 30%,Single,4,No,Less than 50000,<25%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
25-35,70000- 1 lakh,Female,No,4,10% - 20%,Single,3,Yes,Less than 50000,<25%,Not working currently ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Jajpur
15-25,Less than 20000,Male,No,5,>50%,Single,5+,No,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,70000- 1 lakh,Male,No,5,41% - 50%,Single,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Hisar
15-25,70000- 1 lakh,Male,Yes,4,>50%,Single,5+,No,1 Lac - 2 Lacs,>75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,70000- 1 lakh,Male,No,3,31% - 40%,Single,3,No,1 Lac - 2 Lacs,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Cuttack
35-60,70000- 1 lakh,Female,No,2,31% - 40%,Married,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Udhampur
15-25,1 lakh +,Male,No,2,31% - 40%,Single,5+,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,1 lakh +,Male,No,2,10% - 20%,Single,5+,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,VISAKHAPATNAM
35-60,20000 - 70000,Male,Yes,2,31% - 40%,Married,2,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,70000- 1 lakh,Male,No,4,10% - 20%,Single,5+,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneshwar
15-25,70000- 1 lakh,Female,No,4,21% - 30%,Single,4,No,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Visakhapatnam
25-35,70000- 1 lakh,Male,No,4,31% - 40%,Single,2,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Visakhapatnam
35-60,70000- 1 lakh,Male,Yes,5,31% - 40%,Married,2,No,Less than 50000,51-75%,Psu,Saving 1000+/month saving on electricity bill after spending 45000/KW,hyderabad
25-35,1 lakh +,Male,Yes,4,31% - 40%,Single,2,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,visakhapatnam
35-60,20000 - 70000,Female,No,5,31% - 40%,Married,2,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
25-35,1 lakh +,Male,No,5,31% - 40%,Single,3,Yes,50000- 1 Lac,<25%,Business,No I'd not like to buy solar,Visakhapatnam
25-35,1 lakh +,Female,No,4,41% - 50%,Single,3,No,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,visakhapatnam
15-25,1 lakh +,Male,No,5,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Vishakhapatnam
15-25,70000- 1 lakh,Male,No,4,31% - 40%,Single,3,No,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Jaipur
35-60,20000 - 70000,Male,No,2,31% - 40%,Married,3,No,Less than 50000,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,1 lakh +,Female,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
15-25,1 lakh +,Female,No,4,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Visakhapatnam
35-60,20000 - 70000,Male,No,4,41% - 50%,Married,2,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mumbai
25-35,70000- 1 lakh,Female,Yes,4,21% - 30%,Single,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Gurgaon
15-25,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,2 Lacs +,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bangalore
15-25,20000 - 70000,Female,Yes,5,31% - 40%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Visakhapatnam
35-60,1 lakh +,Male,No,1,31% - 40%,Married,3,No,Less than 50000,51-75%,Government,No I'd not like to buy solar,Visakhapatnam
35-60,1 lakh +,Male,Yes,5,31% - 40%,Married,2,No,Less than 50000,51-75%,Government,No I'd not like to buy solar,Vizag
35-60,20000 - 70000,Male,No,4,>50%,Married,2,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,70000- 1 lakh,Female,No,3,21% - 30%,Single,3,Yes,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
25-35,20000 - 70000,Male,No,1,31% - 40%,Single,4,No,Less than 50000,<25%,NA,No I'd not like to buy solar,Chandigarh
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,3,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
15-25,1 lakh +,Male,No,1,31% - 40%,Single,5+,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bengaluru
15-25,20000 - 70000,Female,No,3,10% - 20%,Single,4,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
15-25,20000 - 70000,Female,No,3,>50%,Single,3,Yes,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Pune
15-25,1 lakh +,Male,No,4,21% - 30%,Single,4,Yes,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
15-25,1 lakh +,Female,No,4,21% - 30%,Single,5+,No,Less than 50000,<25%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Baripada
15-25,70000- 1 lakh,Female,No,5,21% - 30%,Single,4,Yes,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Chandigarh
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,Yes,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Houseno264sector7panchkula
15-25,1 lakh +,Female,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,MOHALI
15-25,1 lakh +,Female,No,3,31% - 40%,Single,3,No,50000- 1 Lac,>75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mohali
35-60,20000 - 70000,Male,No,5,>50%,Married,5+,No,50000- 1 Lac,<25%,Business,No I'd not like to buy solar,Visakhapatnam
35-60,1 lakh +,Male,Yes,3,41% - 50%,Married,2,No,Less than 50000,51-75%,Government,No I'd not like to buy solar,PaontaSahib
15-25,70000- 1 lakh,Female,No,4,31% - 40%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Bilaspur
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Noida
15-25,1 lakh +,Male,No,3,21% - 30%,Single,3,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
25-35,70000- 1 lakh,Male,Yes,2,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Not working,Saving 1000+/month saving on electricity bill after spending 45000/KW,BRAJRAJNAGAR
25-35,70000- 1 lakh,Male,No,4,>50%,Single,3,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar,Tempe
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,3,No,50000- 1 Lac,>75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,70000- 1 lakh,Male,No,4,21% - 30%,Single,3,No,50000- 1 Lac,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,shimla
15-25,20000 - 70000,Female,Yes,4,21% - 30%,Single,3,No,50000- 1 Lac,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Visakhapatnam
35-60,70000- 1 lakh,Male,Yes,5,31% - 40%,Single,3,No,Less than 50000,51-75%,PSU,Saving 1000+/month saving on electricity bill after spending 45000/KW,Vizag
35-60,1 lakh +,Male,No,4,21% - 30%,Married,4,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Barnala
15-25,20000 - 70000,Male,No,4,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mumbai
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,4,Yes,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Solan
15-25,1 lakh +,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,51-75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,70000- 1 lakh,Female,No,3,21% - 30%,Single,4,No,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Almora
25-35,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Chandigarh
15-25,1 lakh +,Male,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Student,No I'd not like to buy solar,Bhubaneswar
15-25,1 lakh +,Female,No,4,31% - 40%,Single,5+,No,Less than 50000,51-75%,Government,No I'd not like to buy solar,Bangalore
25-35,1 lakh +,Female,No,4,21% - 30%,Married,3,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,VISAKHAPATNAM
35-60,70000- 1 lakh,Male,Yes,4,31% - 40%,Married,3,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,20000 - 70000,Female,Yes,3,21% - 30%,Single,5+,No,Less than 50000,26-50%,Currently not working,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,2,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,1 lakh +,Male,No,5,>50%,Single,3,No,Less than 50000,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Angul
15-25,1 lakh +,Male,No,5,>50%,Single,5+,No,50000- 1 Lac,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Jeypore
15-25,20000 - 70000,Male,Yes,5,21% - 30%,Single,3,No,50000- 1 Lac,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
15-25,1 lakh +,Female,Yes,3,21% - 30%,Single,4,No,Less than 50000,<25%,Studying,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delgib
15-25,1 lakh +,Female,No,3,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,BHUBANESWAR
15-25,Less than 20000,Male,No,5,21% - 30%,Single,1,No,Less than 50000,>75%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Jeypore
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,4,Yes,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bangalore
15-25,20000 - 70000,Male,No,5,>50%,Single,2,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Talcher
15-25,1 lakh +,Male,No,3,>50%,Single,3,No,50000- 1 Lac,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bengaluru
15-25,1 lakh +,Female,No,1,>50%,Single,2,No,1 Lac - 2 Lacs,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bangalore
25-35,1 lakh +,Male,No,4,>50%,Single,5+,No,2 Lacs +,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
15-25,70000- 1 lakh,Male,No,3,10% - 20%,Single,3,Yes,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
25-35,20000 - 70000,Male,No,5,>50%,Single,3,No,50000- 1 Lac,<25%,Studnet,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhubaneswar
25-35,20000 - 70000,Male,No,3,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Cuttack
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Noida
15-25,1 lakh +,Male,No,4,31% - 40%,Single,3,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Gurgaon
15-25,1 lakh +,Female,No,3,21% - 30%,Single,4,No,Less than 50000,<25%,NA,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bihar
35-60,70000- 1 lakh,Female,No,2,41% - 50%,Married,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Newdelhi
25-35,20000 - 70000,Female,No,1,>50%,Married,2,No,Less than 50000,<25%,Private,No I'd not like to buy solar,NewDelhi
35-60,20000 - 70000,Male,No,1,>50%,Married,2,No,Less than 50000,51-75%,Private,No I'd not like to buy solar,Koraput
15-25,20000 - 70000,Female,Yes,5,>50%,Single,4,Yes,Less than 50000,<25%,Unemployed,Saving 1000+/month saving on electricity bill after spending 45000/KW,Greaternoida
15-25,20000 - 70000,Male,No,5,41% - 50%,Single,3,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bangalore
25-35,20000 - 70000,Male,No,5,10% - 20%,Married,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,mumbai
15-25,Less than 20000,Male,No,5,>50%,Single,2,Yes,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Purnea
35-60,1 lakh +,Male,Yes,3,31% - 40%,Married,4,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Jeypore
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhopal
35-60,70000- 1 lakh,Female,Yes,4,>50%,Married,3,No,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Purnia
15-25,1 lakh +,Female,No,3,10% - 20%,Single,3,No,Less than 50000,51-75%,Student ,No I'd not like to buy solar,Delhi
