Age,Monthy Earnings,Gender,Home Loan ,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar
15-25,20000 - 70000,Male,No,2,21% - 30%,Single,1,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Male,Yes,1,31% - 40%,Married,5+,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Female,No,3,41% - 50%,Single,4,No,Less than 50000,26-50%,Private,No I'd not like to buy solar
25-35,20000 - 70000,Female,No,1,31% - 40%,Single,4,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Female,No,1,21% - 30%,Single,2,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,3,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Not Working,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,20000 - 70000,Male,No,2,21% - 30%,Married,4,No,1 Lac - 2 Lacs,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,Yes,3,41% - 50%,Single,5+,No,50000- 1 Lac,51-75%,I don't :),Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
35-60,70000- 1 lakh,Female,No,2,>50%,Married,2,No,Less than 50000,<25%,None,No I'd not like to buy solar
35-60,1 lakh +,Male,No,3,>50%,Married,5+,No,2 Lacs +,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,70000- 1 lakh,Male,No,3,21% - 30%,Single,2,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,20000 - 70000,Male,No,2,>50%,Married,5+,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Male,Yes,4,21% - 30%,Married,3,No,Less than 50000,26-50%,Government,No I'd not like to buy solar
15-25,20000 - 70000,Male,No,5,41% - 50%,Single,2,No,Less than 50000,<25%,School,No I'd not like to buy solar
25-35,70000- 1 lakh,Female,No,3,21% - 30%,Single,5+,No,Less than 50000,26-50%,Private,No I'd not like to buy solar
35-60,1 lakh +,Male,Yes,4,>50%,Married,5+,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Female,No,3,21% - 30%,Married,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Male,No,5,10% - 20%,Married,4,No,2 Lacs +,>75%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,20000 - 70000,Male,No,3,10% - 20%,Married,4,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
35-60,70000- 1 lakh,Male,Yes,4,10% - 20%,Married,3,No,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Female,No,3,21% - 30%,Married,5+,No,Less than 50000,>75%,Private,No I'd not like to buy solar
35-60,20000 - 70000,Male,No,3,21% - 30%,Married,5+,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,3,21% - 30%,Single,5+,Yes,50000- 1 Lac,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
60+,1 lakh +,Female,No,5,31% - 40%,Married,4,No,50000- 1 Lac,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,Less than 20000,Male,No,1,10% - 20%,Single,5+,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,70000- 1 lakh,Male,No,5,>50%,Married,3,No,Less than 50000,>75%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,Less than 20000,Male,No,1,>50%,Single,4,No,Less than 50000,<25%,Private,No I'd not like to buy solar
15-25,Less than 20000,Female,Yes,3,21% - 30%,Single,5+,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Female,No,5,21% - 30%,Single,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,2,>50%,Single,5+,No,Less than 50000,<25%,Student ,No I'd not like to buy solar
15-25,20000 - 70000,Male,No,4,41% - 50%,Single,3,No,Less than 50000,26-50%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,70000- 1 lakh,Male,No,2,>50%,Married,2,No,Less than 50000,<25%,Business,No I'd not like to buy solar
15-25,Less than 20000,Male,No,3,10% - 20%,Single,4,No,Less than 50000,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,Less than 20000,Female,No,2,41% - 50%,Single,3,No,Less than 50000,26-50%,Self,No I'd not like to buy solar
25-35,70000- 1 lakh,Female,No,3,31% - 40%,Married,3,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar
15-25,1 lakh +,Male,No,4,10% - 20%,Single,4,No,2 Lacs +,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Male,No,1,10% - 20%,Single,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar
35-60,20000 - 70000,Male,No,4,>50%,Married,3,No,50000- 1 Lac,<25%,Government,No I'd not like to buy solar
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,Less than 20000,Female,No,1,>50%,Single,3,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar
25-35,1 lakh +,Male,No,2,10% - 20%,Single,4,No,50000- 1 Lac,<25%,IIM Calcutta,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Female,No,5,31% - 40%,Married,3,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,1 lakh +,Female,Yes,5,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,1 lakh +,Female,No,5,21% - 30%,Married,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Male,No,4,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar
15-25,1 lakh +,Female,No,3,>50%,Single,3,No,Less than 50000,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Female,No,3,21% - 30%,Married,3,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar
25-35,1 lakh +,Female,Yes,3,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,3,31% - 40%,Single,4,No,Less than 50000,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,5,31% - 40%,Single,1,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,1 lakh +,Male,Yes,5,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,College,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Female,No,3,41% - 50%,Single,3,No,Less than 50000,<25%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Male,No,5,21% - 30%,Single,5+,No,Less than 50000,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Male,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Female,Yes,3,31% - 40%,Single,4,No,Less than 50000,51-75%,Not working,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,2,21% - 30%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Private,No I'd not like to buy solar
15-25,1 lakh +,Female,No,1,41% - 50%,Single,5+,No,50000- 1 Lac,<25%,Business,No I'd not like to buy solar
15-25,20000 - 70000,Female,Yes,3,31% - 40%,Single,3,Yes,Less than 50000,26-50%,Student,No I'd not like to buy solar
25-35,20000 - 70000,Female,No,5,>50%,Married,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,1 lakh +,Female,No,4,21% - 30%,Married,4,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,70000- 1 lakh,Male,Yes,3,31% - 40%,Single,4,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,1 lakh +,Female,No,5,>50%,Single,4,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Male,No,5,21% - 30%,Single,3,No,50000- 1 Lac,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,2,31% - 40%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,3,21% - 30%,Single,5+,No,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,Less than 20000,Male,No,3,31% - 40%,Single,3,No,50000- 1 Lac,<25%,Self-employed,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,70000- 1 lakh,Male,No,3,21% - 30%,Single,1,No,50000- 1 Lac,>75%,NA,No I'd not like to buy solar
35-60,70000- 1 lakh,Male,Yes,5,41% - 50%,Married,2,Yes,50000- 1 Lac,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,70000- 1 lakh,Male,No,1,41% - 50%,Married,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Male,No,3,>50%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar
15-25,Less than 20000,Male,No,3,10% - 20%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Male,No,4,21% - 30%,Single,5+,Yes,Less than 50000,51-75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Female,No,3,31% - 40%,Single,5+,No,50000- 1 Lac,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,2,No,Less than 50000,<25%,Private,No I'd not like to buy solar
25-35,20000 - 70000,Male,No,2,10% - 20%,Married,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar
15-25,20000 - 70000,Female,No,3,10% - 20%,Single,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar
35-60,20000 - 70000,Female,No,3,10% - 20%,Married,2,No,Less than 50000,<25%,Housewife ,No I'd not like to buy solar
25-35,20000 - 70000,Male,No,2,31% - 40%,Single,2,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,1 lakh +,Female,No,2,>50%,Married,2,No,Less than 50000,26-50%,Business,No I'd not like to buy solar
25-35,20000 - 70000,Male,No,3,21% - 30%,Married,2,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,Less than 20000,Male,No,3,21% - 30%,Single,4,No,50000- 1 Lac,51-75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,70000- 1 lakh,Female,No,5,21% - 30%,Single,4,No,1 Lac - 2 Lacs,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Female,No,2,10% - 20%,Single,3,No,Less than 50000,<25%,student,No I'd not like to buy solar
35-60,1 lakh +,Male,Yes,5,21% - 30%,Married,4,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Female,No,1,>50%,Married,4,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Female,No,2,>50%,Single,5+,Yes,50000- 1 Lac,>75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Male,Yes,2,10% - 20%,Single,5+,No,Less than 50000,<25%,Studying ,No I'd not like to buy solar
15-25,20000 - 70000,Male,Yes,4,21% - 30%,Single,2,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Female,Yes,3,31% - 40%,Single,1,No,Less than 50000,26-50%,na,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,2,21% - 30%,Single,3,No,Less than 50000,26-50%,NA,No I'd not like to buy solar
15-25,20000 - 70000,Female,Yes,4,>50%,Single,2,No,Less than 50000,<25%,Student,No I'd not like to buy solar
15-25,70000- 1 lakh,Male,No,4,31% - 40%,Single,1,Yes,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,20000 - 70000,Female,Yes,1,21% - 30%,Married,1,No,50000- 1 Lac,26-50%,Na,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,20000 - 70000,Male,Yes,2,21% - 30%,Married,1,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,1 lakh +,Female,No,1,41% - 50%,Married,1,No,Less than 50000,<25%,Self employed,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,Less than 20000,Male,No,5,10% - 20%,Single,4,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,20000 - 70000,Female,No,3,31% - 40%,Married,3,Yes,50000- 1 Lac,<25%,Homemaker,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Male,No,5,21% - 30%,Single,4,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,5,21% - 30%,Single,3,Yes,1 Lac - 2 Lacs,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Female,Yes,5,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,No I'd not like to buy solar
15-25,70000- 1 lakh,Male,No,5,>50%,Single,3,Yes,Less than 50000,<25%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,3,Yes,50000- 1 Lac,51-75%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,Less than 20000,Female,No,1,10% - 20%,Single,1,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
25-35,20000 - 70000,Female,No,4,31% - 40%,Single,1,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Male,No,4,41% - 50%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
35-60,20000 - 70000,Male,No,1,31% - 40%,Married,3,No,Less than 50000,>75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,Less than 20000,Female,No,1,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,No I'd not like to buy solar
25-35,20000 - 70000,Female,No,2,31% - 40%,Single,1,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
35-60,Less than 20000,Female,No,1,31% - 40%,Married,3,No,Less than 50000,26-50%,Housewife,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,20000 - 70000,Male,No,4,41% - 50%,Single,2,No,Less than 50000,>75%,Private,No I'd not like to buy solar
25-35,70000- 1 lakh,Female,No,3,21% - 30%,Single,2,No,50000- 1 Lac,26-50%,NA,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,20000 - 70000,Female,No,4,>50%,Married,2,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,70000- 1 lakh,Male,No,3,21% - 30%,Single,5+,Yes,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Male,No,4,21% - 30%,Single,2,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
15-25,1 lakh +,Male,No,4,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,51-75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,1 lakh +,Male,No,5,31% - 40%,Single,5+,Yes,2 Lacs +,51-75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,20000 - 70000,Female,No,3,41% - 50%,Single,3,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
25-35,Less than 20000,Male,No,4,21% - 30%,Single,2,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW
15-25,70000- 1 lakh,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest
